taxa	taxid	superkingdom	clade	kingdom	family	genus
Streptomyces sp. Tu 2975	2676871	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces tanashiensis	67367	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces xiamenensis	408015	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces lydicamycinicus	1546107	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Staphylococcus sp. 11-B-312	2799680	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Paenibacillus sp. FSL R7-0273	1536772	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Brevibacillus parabrevis	54914	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Brevibacillus agri	51101	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Geobacillus sp. 46C-IIa	1963025	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Lentibacillus sp. CBA3610	2518176	Bacteria	Terrabacteria group	NA	Bacillaceae	Lentibacillus
Telmatocola sphagniphila	1123043	Bacteria	PVC group	NA	Gemmataceae	Telmatocola
Methylacidimicrobium sp. AP8	2730359	Bacteria	PVC group	NA	NA	Methylacidimicrobium
Citrifermentans bremense	60035	Bacteria	NA	NA	Geobacteraceae	Citrifermentans
Halobaculum sp. DT55	3031996	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halobaculum
Halorubrum sp. 1-13-28	2949307	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halorubrum
Halorubrum sp. CBA1229	1853699	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halorubrum
Halorubrum trapanicum	29284	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halorubrum
Halosimplex litoreum	1198301	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halosimplex
Halorussus sp. XZYJT40	2937524	Archaea	Stenosarchaea group	NA	Haladaptataceae	Halorussus
Salinarchaeum sp. Harcht-Bsk1	1333523	Archaea	Stenosarchaea group	NA	Natronoarchaeaceae	Salinarchaeum
Halarchaeum sp. CBA1220	1853682	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halarchaeum
Halobacterium litoreum	2039234	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Natrinema versiforme	88724	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natrinema
Halosolutus gelatinilyticus	2931975	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halosolutus
Halopiger xanaduensis	387343	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halopiger
Methanohalophilus mahii	2176	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanohalophilus
Tsukamurella phage TPA4	1647476	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Pseudomonas phage vB_Pae_LC3I3	2961988	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Parlovirus parlo	2846185	Viruses	Duplodnaviria	Heunggongvirae	NA	Parlovirus
Rahariannevirus raharianne	2846050	Viruses	Duplodnaviria	Heunggongvirae	NA	Rahariannevirus
Bernalvirus bernal13	1982102	Viruses	Duplodnaviria	Heunggongvirae	NA	Bernalvirus
Anayavirus bella96	2955337	Viruses	Duplodnaviria	Heunggongvirae	NA	Anayavirus
Parapoxvirus of red deer in New Zealand	129728	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Parapoxvirus
Leisingera sp. M658	2867015	Bacteria	NA	NA	Roseobacteraceae	Leisingera
Sulfitobacter sp. M368	2867021	Bacteria	NA	NA	Roseobacteraceae	Sulfitobacter
Falsihalocynthiibacter arcticus	1579316	Bacteria	NA	NA	Roseobacteraceae	Falsihalocynthiibacter
Brucella sp. 09RB8471	1149952	Bacteria	NA	NA	Brucellaceae	Brucella
Pseudomonas savastanoi	29438	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas donghuensis	1163398	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas kribbensis	1628086	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Marinobacter sp. LA51	3035454	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Xanthomonas sp. GW	2724121	Bacteria	NA	NA	Lysobacteraceae	Xanthomonas
Stenotrophomonas sp. 17(2023)	3051123	Bacteria	NA	NA	Lysobacteraceae	Stenotrophomonas
Pectobacterium sp. 21LCBS03	2935858	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium aroidearum	1201031	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Halomonas sp. MS1	507763	Bacteria	NA	NA	Halomonadaceae	Halomonas
Ralstonia sp. RS642	2880988	Bacteria	NA	NA	Burkholderiaceae	Ralstonia
Cupriavidus sp. KK10	1478019	Bacteria	NA	NA	Burkholderiaceae	Cupriavidus
Rhodococcus sp. M8	1925550	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Streptomyces sp. XC 2026	2782004	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Staphylococcus sp. HL28	2897335	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Bacillus paralicheniformis	1648923	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Virgibacillus natechei	1216297	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Cohnella cholangitidis	2598458	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Cohnella
Synechococcus sp. WH 8101	59932	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Flavobacterium gilvum	1492737	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Tenacibaculum pacificus	3018314	Bacteria	FCB group	NA	Flavobacteriaceae	Tenacibaculum
Sphingobacterium sp. B29	1933220	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Mucilaginibacter sp. SMC90	2929803	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Limihaloglobus sulfuriphilus	1851148	Bacteria	PVC group	NA	Sedimentisphaeraceae	Limihaloglobus
Geotalea daltonii	1203471	Bacteria	NA	NA	Geobacteraceae	Geotalea
Desulfomonile tiedjei	2358	Bacteria	NA	NA	Desulfomonilaceae	Desulfomonile
Arcobacter venerupis	1054033	Bacteria	NA	NA	Arcobacteraceae	Arcobacter
Halosimplex sp. XZYJT29	3026162	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halosimplex
Halapricum salinum	1457250	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halapricum
Natronomonas salina	1710540	Archaea	Stenosarchaea group	NA	Haloarculaceae	Natronomonas
Natronorubrum bangense	61858	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natronorubrum
Halobellus limi	699433	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halobellus
Halobaculum sp. DT92	3031998	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halobaculum
Pahexavirus kubed	1982256	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Vidquintavirus Vid5	2560623	Viruses	Duplodnaviria	Heunggongvirae	NA	Vidquintavirus
Bignuzvirus bignuz	1983736	Viruses	Duplodnaviria	Heunggongvirae	NA	Bignuzvirus
Roseivivax sp. THAF40	2587858	Bacteria	NA	NA	Roseobacteraceae	Roseivivax
Bradyrhizobium sp. 172	2782643	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Citrobacter sp. RHBSTW-01044	2742678	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Serratia sp. MYb239	2033438	Bacteria	NA	NA	Yersiniaceae	Serratia
Acinetobacter sp. Ac-14	2781976	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Psychrobacter alimentarius	261164	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Pseudoalteromonas aliena	247523	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Thalassotalea sp. PS06	2594005	Bacteria	NA	NA	Colwelliaceae	Thalassotalea
Vibrio gazogenes	687	Bacteria	NA	NA	Vibrionaceae	Vibrio
Isorropodon fossajaponicum symbiont	883811	Bacteria	NA	NA	NA	NA
Herminiimonas arsenitoxidans	1809410	Bacteria	NA	NA	Oxalobacteraceae	Herminiimonas
Chromobacterium haemolyticum	394935	Bacteria	NA	NA	Chromobacteriaceae	Chromobacterium
Acidithiobacillus sp. 'AMD consortium'	2614801	Bacteria	NA	NA	Acidithiobacillaceae	Acidithiobacillus
Rhodococcus sp. AQ5-07	2054902	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Gordonia ajococcus	1292359	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Staphylococcus piscifermentans	70258	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Synechococcus sp. PCC 8807	195248	Bacteria	Terrabacteria group	NA	Geminocystaceae	Picosynechococcus
Synechococcus sp. CBW1006	1353138	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Myroides odoratimimus	76832	Bacteria	FCB group	NA	Flavobacteriaceae	Myroides
Halosegnis sp. DT85	3034023	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halosegnis
Haladaptatus halobius	2884875	Archaea	Stenosarchaea group	NA	Haladaptataceae	Haladaptatus
Halalkaliarchaeum desulfuricum	2055893	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halalkaliarchaeum
Halolamina sp. CBA1230	1853690	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halolamina
Halopenitus persicus	1048396	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halopenitus
Streptococcus phage CHPC950	2365054	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Agtrevirus EM4	2844121	Viruses	Duplodnaviria	Heunggongvirae	Ackermannviridae	Agtrevirus
Pseudomonas phage PS-1	1573458	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Galunavirus GAL1	2560493	Viruses	Duplodnaviria	Heunggongvirae	NA	Galunavirus
Brucella sp. 6810	2769351	Bacteria	NA	NA	Brucellaceae	Brucella
Sphingorhabdus lutea	1913578	Bacteria	NA	NA	Sphingomonadaceae	Sphingorhabdus
Enterobacter sichuanensis	2071710	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Duodenibacillus massiliensis	1852381	Bacteria	NA	NA	Sutterellaceae	Duodenibacillus
Rhodococcus sp. BH4	1807790	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Actinoalloteichus fjordicus	1612552	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Actinoalloteichus
Salisediminibacterium selenitireducens	85683	Bacteria	Terrabacteria group	NA	Bacillaceae	Salisediminibacterium
Leptospira kmetyi	408139	Bacteria	NA	NA	Leptospiraceae	Leptospira
Albugo laibachii	653948	Eukaryota	Sar	NA	Albuginaceae	Albugo
Halorientalis litorea	2931977	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halorientalis
Halalkaliarchaeum sp. AArc-CO	2866381	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halalkaliarchaeum
Suwonvirus PM1	2733976	Viruses	Duplodnaviria	Heunggongvirae	Chaseviridae	Suwonvirus
Atlantibacter subterranea	255519	Bacteria	NA	NA	Enterobacteriaceae	Atlantibacter
Yokenella regensburgei	158877	Bacteria	NA	NA	Enterobacteriaceae	Yokenella
Pantoea sp. SM3640	2787629	Bacteria	NA	NA	Erwiniaceae	Pantoea
Psychrobacter sp. P11G5	1699624	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
[Mannheimia] succiniciproducens	157673	Bacteria	NA	NA	Pasteurellaceae	Basfia
Acidithiobacillus ferridurans	1232575	Bacteria	NA	NA	Acidithiobacillaceae	Acidithiobacillus
Mycobacterium pseudoshottsii	265949	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Bacillus inaquosorum	483913	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Candidatus Chromulinivorax destructor	2066483	Bacteria	Bacteria candidate phyla	NA	Candidatus Chromulinivoraceae	Candidatus Chromulinivorax
Halomicroarcula marina	2961574	Archaea	Stenosarchaea group	NA	Haloarculaceae	Haloarcula
Halomicroarcula sp. YJ-61-S	3033389	Archaea	Stenosarchaea group	NA	Haloarculaceae	Haloarcula
Halorhabdus sp. SVX81	2978283	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halorhabdus
Candidatus Methanomethylophilus alvus	1291540	Archaea	NA	NA	Methanomethylophilaceae	Methanomethylophilus
Rhizobium sp. MJ22	3024248	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Pseudomonas avellanae	46257	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Citrobacter sedlakii	67826	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Kosakonia pseudosacchari	1646340	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Vibrio toranzoniae	1194427	Bacteria	NA	NA	Vibrionaceae	Vibrio
Microbacterium sp. PAMC 28756	1795053	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Rhodococcus sp. GA1	2942275	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Exiguobacterium sp. Helios	2735868	Bacteria	Terrabacteria group	NA	NA	Exiguobacterium
Leishmania amazonensis	5659	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Halomicroarcula sp. XH51	3033388	Archaea	Stenosarchaea group	NA	Haloarculaceae	Haloarcula
Halorussus pelagicus	2505977	Archaea	Stenosarchaea group	NA	Haladaptataceae	Halorussus
Hacihdavirus animalis	2955969	Viruses	Duplodnaviria	Heunggongvirae	Intestiviridae	Hacihdavirus
Severe acute respiratory syndrome-related coronavirus	694009	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Bradyrhizobium sp. 155	2782629	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium sp. 131	2782609	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Stenotrophomonas sp. MYb57	1827305	Bacteria	NA	NA	Lysobacteraceae	Stenotrophomonas
Colwellia sp. PAMC 20917	1816218	Bacteria	NA	NA	Colwelliaceae	Colwellia
Streptomyces sp. NA07423	3042026	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Bacillus sp. N3536	2666127	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Thermosynechococcus sp. HN-54	2933959	Bacteria	Terrabacteria group	NA	Thermosynechococcaceae	Thermosynechococcus
Halobaculum magnesiiphilum	1017351	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halobaculum
Halorubrum ezzemoulense	337243	Archaea	Stenosarchaea group	NA	Haloferacaceae	Halorubrum
Shenzhenvirus AhSzw1	2733999	Viruses	Duplodnaviria	Heunggongvirae	Demerecviridae	Shenzhenvirus
Roseivivax sp. THAF197b	2588299	Bacteria	NA	NA	Roseobacteraceae	Roseivivax
Pseudomonas sp. SORT22	2813842	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Streptomyces spinosirectus	2906474	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Virgibacillus necropolis	163877	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Candidatus Chazhemtobacterium aquaticus	2715735	Bacteria	Bacteria candidate phyla	NA	Candidatus Chazhemtobacteraceae	Candidatus Chazhemtobacterium
Globisporangium iwayamae	115417	Eukaryota	Sar	NA	Pythiaceae	Globisporangium
Salinigranum rubrum	755307	Archaea	Stenosarchaea group	NA	Haloferacaceae	Salinigranum
Elvirus EL	1984787	Viruses	Duplodnaviria	Heunggongvirae	NA	Elvirus
Hapunavirus VP882	261726	Viruses	Duplodnaviria	Heunggongvirae	NA	Hapunavirus
Cellulophaga sp. HaHa_2_1	2749994	Bacteria	FCB group	NA	Flavobacteriaceae	Cellulophaga
Tamlana carrageenivorans	2069432	Bacteria	FCB group	NA	Flavobacteriaceae	Tamlana
Prosthecochloris sp. SCSIO W1101	2992242	Bacteria	FCB group	NA	Chlorobiaceae	Prosthecochloris
Lactobacillus helsingborgensis	1218494	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Fructilactobacillus ixorae	1750535	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Fructilactobacillus
Fructilactobacillus cliffordii	2940299	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Fructilactobacillus
Paenibacillus sp. FSL H7-0737	1536775	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus lycopersici	2704462	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Clostridium tyrobutyricum	1519	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Thermoanaerobacter mathranii	583357	Bacteria	Terrabacteria group	NA	Thermoanaerobacteraceae	Thermoanaerobacter
Arthrobacter sp. StoSoilB19	2830994	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. FW306-05-C	2879620	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Streptomyces sp. RLB1-33	2721243	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Mycoplasma crocodyli	50052	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasmopsis edwardii	53558	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Spiroplasma poulsonii	2138	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Spiroplasma taiwanense	2145	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Mesoplasma lactucae	138853	Bacteria	Terrabacteria group	NA	Entomoplasmataceae	Mesoplasma
Mesoplasma florum	2151	Bacteria	Terrabacteria group	NA	Entomoplasmataceae	Mesoplasma
Williamsoniiplasma luminosum	214888	Bacteria	Terrabacteria group	NA	NA	Williamsoniiplasma
'Catharanthus roseus' aster yellows phytoplasma	1193712	Bacteria	Terrabacteria group	NA	Acholeplasmataceae	Candidatus Phytoplasma
Synechococcus sp. PCC 6312	195253	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. ROS8604	1442557	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Stanieria sp. NIES-3757	1807358	Bacteria	Terrabacteria group	NA	Dermocarpellaceae	Stanieria
Brevefilum fermentans	1986204	Bacteria	Terrabacteria group	NA	Anaerolineaceae	Brevefilum
Methyloradius palustris	2778876	Bacteria	NA	NA	Methylophilaceae	Methyloradius
Candidatus Kinetoplastibacterium desouzaii	994692	Bacteria	NA	NA	NA	Candidatus Kinetoplastibacterium
Cronobacter sp. JZ38	1906275	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Pectobacterium sp. A5351	2914983	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pseudoalteromonas sp. PS1M3	87791	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Pseudoalteromonas tunicata	314281	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Paraglaciecola sp. L3A3	2686358	Bacteria	NA	NA	Alteromonadaceae	Paraglaciecola
Psychromonas ingrahamii	357794	Bacteria	NA	NA	Psychromonadaceae	Psychromonas
Vibrio japonicus	1824638	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio pomeroyi	198832	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio mediterranei	689	Bacteria	NA	NA	Vibrionaceae	Vibrio
Candidatus Nitrosacidococcus tergens	553981	Bacteria	NA	NA	Chromatiaceae	Candidatus Nitrosacidococcus
Cysteiniphilum sp. QT6929	2975055	Bacteria	NA	NA	Fastidiosibacteraceae	Cysteiniphilum
Legionella sainthelensi	28087	Bacteria	NA	NA	Legionellaceae	Legionella
Kangiella geojedonensis	914150	Bacteria	NA	NA	Kangiellaceae	Kangiella
Roseibium sp. KMA01	2866279	Bacteria	NA	NA	Stappiaceae	Roseibium
Anaplasma marginale	770	Bacteria	NA	NA	Anaplasmataceae	Anaplasma
Campylobacter peloridis	488546	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Malaciobacter pacificus	1080223	Bacteria	NA	NA	Arcobacteraceae	Malaciobacter
Caminibacter mediatlanticus	291048	Bacteria	NA	NA	Nautiliaceae	Caminibacter
Caldimicrobium thiodismutans	1653476	Bacteria	NA	NA	Thermodesulfobacteriaceae	Caldimicrobium
Chlamydia psittaci	83554	Bacteria	PVC group	NA	Chlamydiaceae	Chlamydia
Thermotoga profunda	1508420	Bacteria	NA	NA	Thermotogaceae	Thermotoga
Uncinocarpus reesii	33188	Eukaryota	Opisthokonta	Fungi	Onygenaceae	Uncinocarpus
Kluyveromyces lactis	28985	Eukaryota	Opisthokonta	Fungi	Saccharomycetaceae	Kluyveromyces
Hepatospora eriocheir	1081669	Eukaryota	Opisthokonta	Fungi	Hepatosporidae	Hepatospora
Haloferax gibbonsii	35746	Archaea	Stenosarchaea group	NA	Haloferacaceae	Haloferax
Candidatus Nitrosopumilus sediminis	1229909	Archaea	TACK group	NA	Nitrosopumilaceae	Nitrosopumilus
Streptococcus phage SW22	2419643	Viruses	Duplodnaviria	Heunggongvirae	NA	Piorkowskivirus
Streptococcus phage SW5	2483878	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Streptococcus phage P7602	1971432	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Streptococcus phage CHPC663	2365039	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Streptococcus phage P7573	1971429	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Streptococcus phage CHPC572	2365035	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Moineauvirus Sfi21	64186	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Pepyhexavirus pepy6	1982368	Viruses	Duplodnaviria	Heunggongvirae	NA	Pepyhexavirus
Pseudomonas phage PPpW-3	1279082	Viruses	Duplodnaviria	Heunggongvirae	NA	Hiroshimavirus
Urechidicola croceus	1850246	Bacteria	FCB group	NA	Flavobacteriaceae	Urechidicola
Apibacter sp. ESL0432	2704652	Bacteria	FCB group	NA	Weeksellaceae	Apibacter
Blattabacterium sp. (Cryptocercus kyebangensis)	298656	Bacteria	FCB group	NA	Blattabacteriaceae	Blattabacterium
Mucilaginibacter sp. SJ	3029053	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Bacillus tequilensis	227866	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Geobacillus sp. JS12	1813182	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Halalkalibacterium halodurans	86665	Bacteria	Terrabacteria group	NA	Bacillaceae	Halalkalibacterium (ex Joshi et al. 2022)
Paenibacillus sp. KACC 21273	3025665	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus azoreducens	116718	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus terrae	159743	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Syntrophobotulus glycolicus	51197	Bacteria	Terrabacteria group	NA	Desulfitobacteriaceae	Syntrophobotulus
Acididesulfobacillus acetoxydans	1561005	Bacteria	Terrabacteria group	NA	Peptococcaceae	Acididesulfobacillus
Thermodesulfobium narugense	184064	Bacteria	NA	NA	Thermodesulfobiaceae	Thermodesulfobium
