"path_03"	"X770286.BAL.LUL.Inv.V1"	"X770328.BAL.RML.Inv.V1"	"X770328.BAL.RUL.Inv.V2"	"X770341.BAL.RUL.inv.V1"	"X770341.BAL.RUL.Inv.V1"	"X770359.BAL.RLL.Inv.V1"	"X770359.BAL.RLL.Inv.V2"	"X770365.BAL.RUL.Inv.V1"	"X770384.BAL.LUL.Inv.V1"	"X770389.BAL.RML.Inv.V1"	"X770396.BAL.RUL.Inv.V1"	"X770396.UNIV.0234.BAL.RML.Inv.V2"	"X770402.BAL.RUL.Inv.V1"	"X770402.BAL.RUL.Inv.V2"	"X770406.BAL.LLL.Inv.V1"	"X770418.BAL.LUL.Inv.V1"	"X770420.BAL.LUL.inv.V1"	"X770450.BAL.LLL.inv.V1"	"X770464.BAL.LLL.Inv.V1"	"X770467.BAL.RML.Inv.V1"	"X770468.BAL.Lingula.Inv.V1"	"X770468.BAL.RML.inv.V1"	"X770468.BAL.RML.Inv.V2"	"X770471.BAL.RML.Inv.V1"	"X770473.BAL.RLL.Inv.V1"	"X770476.BAL.RML.Inv.V1"	"X770478.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V2"	"X770485.BAL.RML.Inv.V2"	"X770485.NYU.2829.BAL.Right.inv.V3"	"X770492.BAL.LUL.Inv.V1"	"X770493.BAL.LUL.Inv.V1"	"X770505.BAL.RML.Inv.V1"	"X770505.BAL.RUL.Inv.V2"	"X770513.BAL.RUL.Inv.V1"	"X770530.BAL.LUL.Inv.V1"	"X770543.BAL.RLL.Inv.V1"	"X770548.BAL.LLL.Inv.V1"	"X770551.BAL.RUL.Inv.V1"	"X770553.BAL.LUL.Inv.V1"	"X770559.BAL.RUL.Inv.V2"	"X770569.BAL.RLL.Inv.V1"	"X770572.BAL.RLL.Inv.V1"	"X770595.BAL.RLL.Inv.V1"	"X770596.BAL.RUL.Inv.V1"	"X770602.BAL.LLL.Inv.V1"	"X770610.BAL.LUL.Inv.V1"	"X770616.BAL.RML.Inv.V1"	"X770618.BAL.RUL.Inv.V1"	"X770633.BAL.RUL.Inv.V1"	"X770634.BAL.Lingula.Uninv.V1"	"X770634.BAL.RML.Inv.V1"	"X770635.BAL.RML.Inv.V1"	"X770637.BAL.RML.Inv.V1"	"X770642.BAL.Lingula.Inv.V1"	"X770653.BAL.LUL.Inv.V1"	"X770660.BAL.Lingula.Inv.V1"	"X770665.BAL.RUL.Inv.V1"	"X770666.BAL.Lingula.Inv.V1"	"X770668.BCI.0007.BAL.LUL.Inv.V1"	"X770676.BCI.0008.BAL.LUL.Inv.V1"	"X770682.BAL.RUL.INV.V1"	"X770688.BAL.LLL.Inv.V1"	"X770693.BAL.RUL.Inv.V1"	"X770697.BAL.RUL.Inv.V1"	"X770702.BAL.RUL.Inv.V1"	"X770704.BAL.LUL.Inv.V1"	"X770705.BAL.Lingula.Inv.V1"	"X770708.BAL.RUL.Inv.V1"	"X770713.BAL.RUL.Inv.V1"	"X770733.BAL.LUL.Inv.V1"	"X770745.BAL.RUL.Inv.V1"	"X770750.BAL.RLL.Inv.V1"	"X770753.BAL.RLL.Inv.V1"	"X770755.BAL.RLL.Inv.V1"	"X770758.BAL.RUL.INV.V1"	"X770761.BAL.RUL.Inv.V1"	"X770767.BAL.RML.Inv.V2"	"X770767.BAL.RUL.Inv.V1"	"X770767.BKG.V1"	"X770767.Supraglottic.V1"	"X770777.BAL.RUL.Inv.V1"	"X770777.BKG.V1"	"X770777.Supraglottic.V1"	"X770779.BAL.RML.Inv.V2"	"X770779.BAL.RUL.Inv.V1"	"X770779.BKG.V2"	"X770779.Supraglottic.V1"	"X770779.Supraglottic.V2"	"X770780.BAL.LUL.Inv.V1"	"X770780.Supraglottic.V1"	"X770785.BAL.RUL.Inv.V1"	"X770785.Supraglottic.V1"	"X770798.BAL.LUL.Inv.V1"	"X770798.Supraglottic.V1"	"X770800.LC2790.BAL.RUL.Inv.V1"	"X770800.LC2790.BKG.V1"	"X770800.LC2790.Supraglottic.V1"	"X770803.BAL.RUL.Inv.V1"	"X770805.BAL.RLL.Inv.V1"	"X770808.BCI.0016.BAL.RML.Inv.V1"	"X770842.BAL.RML.Inv.V1"	"X770842.BKG.V1"	"X770842.Supraglottic.V1"	"X770844.BAL.RLL.Inv.V1"	"X770844.BKG.V1"	"X770844.Supraglottic.V1"	"X770861.BAL.RUL.Inv.V1"	"X770861.BKG.V1"	"X770861.Supraglottic.V1"	"X770862.BCI.0017.BAL.RML.Inv.V1"	"X770862.BCI.0017.Supraglottic.V1"	"X770863.BAL.Lingula.Inv.V1"	"X770863.Supraglottic.V1"	"X770864.BAL.RML.Inv.V1"	"X770864.Supraglottic.V1"	"X770870.BAL.RML.Inv.V1"	"X770870.Supraglottic.V1"	"X770882.LCL.011.BAL.RUL.Inv.V1"	"X770882.LCL.011.Supraglottic.V1"	"X770920.BCI.019.BAL.RUL.Inv.V1"	"X770925.BAL.RLL.Inv.V1"	"X770927.BAL.RUL.Inv.V1"	"X770929.BAL.RML.Inv.V1"	"X770944.BAL.RML.Inv.V1"	"X770944.BKG.V1"	"X770944.Supraglottic.V1"	"X770946.BAL.RML.Inv.V1"	"X770946.BKG.V1"	"X770946.Supraglottic.V1"	"X770947.BAL.RML.Inv.V1"	"X770947.BKG.V1"	"X770947.Supraglottic.V1"	"X770955.BAL.RML.Inv.V1"	"X770962.BAL.RLL.Inv.V1"	"X770962.Supraglottic.V1"	"X770973.BAL.LUL.Inv.V1"	"X770978.BAL.RUL.Inv.V1"	"UNIV.0042.BAL.RUL.Inv.V1"	"UNIV.0044.BAL.RUL.Inv.V1"	"UNIV.0172.BAL.RLL.Inv.V1"	"UNIV.0311.LC.BAL.RLL.Inv.V1"	"UNIV.0384.BAL.LLL.Inv.V1"	"UNIV.0402.BAL.RML.UnInv.V1"	"UNIV.0419.BAL.LUL.Inv.V1"
"Exosomal RNA of ovarian cancer cells"	2744	0	3930	0	0	524	590	772	276	306	288	284	1252	6	336	0	6	0	0	408	598	558	58	76	792	0	588	82	0	0	0	288	182	438	1912	34	0	8	0	802	1415	0	424	0	108	512	1036	626	260	460	0	150	2	2360	6	4	6	48	531	718	2220	156	2	0	264	358	0	328	0	80	226	256	2	6	42	142	472	0	50	116	0	0	222	0	92	138	0	0	0	0	1372	2	0	0	0	0	2	446	188	4	176	0	0	0	314	184	0	18	214	0	0	252	0	760	966	120	154	0	348	0	0	2516	12	18	0	200	0	376	396	0	36	20	0	0	1544	0	50	736	358	4249	610	0	1544	0	0	0
"Exosomal RNA of pancreatic cells"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Exosomal RNA of renal carcinoma cells"	0	0	6	0	0	4	4	0	0	0	2	74	0	0	0	0	0	0	917	16	0	598	0	202	0	0	52	0	0	0	0	0	32	0	0	0	0	0	10	0	6	0	0	0	0	0	20	0	0	0	68	4	0	0	0	0	36	0	0	2	0	10	0	10	0	0	0	0	0	0	64	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	134	0	0	38	0	0	0	62	0	0	0	0	0	0	6	2	0	68	0	0	28	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0
"Exosomal RNA of saliva"	0	0	0	0	0	4	94	54	0	4	0	0	22	0	0	0	0	0	0	0	142	40	0	0	0	6	32	12	2	0	0	0	14	0	146	0	0	1312	50	0	0	0	92	0	0	0	20	70	66	0	2	0	264	2	0	0	700	126	0	12	0	48	0	0	0	0	0	0	0	0	28	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	254	0	0	0	0	66	0	0	60	0	0	4	0	10	44	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	0	308	0	0	18	0	0	0	76	0	0	0	4	0	0	0
"Exosomal proteins"	4199313	3792230	3058908	53938	643648	2438543	2127167	6072543	1529414	2942711	1634929	2371737	4717324	131022	2166954	1887376	1732410	1256140	3359324	4241070	2269039	3124735	1525314	869412	2368658	1217258	3594864	4150300	1512855	2570220	831300	2512958	1658943	1899106	3490593	2692715	953222	1052487	1231672	2559590	1950687	1048703	3123606	1216560	3449144	1834587	2047864	1854385	1723626	1881243	2994812	1150842	1797965	3626031	77280	2232505	271816	3060836	437588	4673920	2057123	1726031	7055495	415791	2251052	2445870	2481758	5727179	992266	1158970	2099455	10611028	5124022	1763074	3125705	2666263	3392431	2662095	1887105	2249413	68	122718	1915179	3280	1150560	336449	2462187	216	14272	2	3300869	204912	3011156	24784	1197752	17736	2101612	144	715696	4529429	741630	3670976	2021644	48	68815	1275114	70	78255	2362314	16	25464	1191743	19706	1814715	2895767	1713072	649472	1392774	1032972	342320	24834	3846466	1849555	1717214	515183	3633711	2	1917731	2663907	82	160434	1720776	0	10186	2924822	869867	143876	1814329	5654474	1787235	4045751	383209	1171987	424431	174170	3738953
"Exosomal proteins of bladder cancer cells"	151887	61495	102762	4278	3014	70390	147384	121389	27769	63986	33914	87631	128084	11222	104509	72065	71830	33321	412960	97502	68926	137203	145655	23742	81632	26237	315847	231349	43971	91444	13014	66859	37352	278740	252529	71546	25736	32919	35154	138017	60659	37794	209491	34259	83441	61272	64566	40488	55713	69620	77164	49436	105347	549382	90	65502	1026	106773	19469	223593	50307	35608	184738	6990	44883	51198	59672	340268	32624	21887	74990	300741	116046	28488	47960	207151	107402	33460	46124	39168	0	1266	36864	0	6072	8116	75902	0	350	0	41168	2330	75889	12	27630	136	54354	0	9766	127909	14256	85333	65710	0	302	26213	2	816	81970	0	426	24038	166	30629	26166	74749	6286	97817	10438	7224	40	70159	48281	37960	9488	216192	0	15376	90169	0	1968	107646	0	250	237353	27939	1178	58057	242331	27270	464631	8348	75614	13004	1580	80974
"Exosomal proteins of breast cancer cells"	18306	41325	51724	98	1544	41127	49004	94318	27336	56550	14753	28138	51505	462	18524	37892	74737	31531	49950	91796	34367	74376	36082	30044	35442	31186	65551	78308	8586	22850	7742	98203	54666	47104	85489	23680	21689	16708	43986	40385	48357	30620	51689	23553	47058	33244	34772	16512	34990	25697	47788	18418	39126	79375	8	28709	3852	47836	20030	116814	71127	34808	99210	5120	77011	46632	35083	123198	2444	21026	62728	183701	52603	15126	38984	54645	55452	52730	48804	36285	6	542	32776	0	4880	5418	51797	0	0	0	12240	1718	47168	4	13408	2	27292	0	4994	77321	6744	63984	22520	0	102	32298	8	194	39551	0	66	26546	78	15766	6886	30093	2676	30525	7879	1720	0	63785	24403	28141	15002	51087	0	5330	73953	2	406	40533	0	0	66584	7666	1078	26420	70042	14030	90651	214	22200	5224	1266	60162
"Exosomal proteins of breast milk"	148948	224899	144874	82	19594	169703	184776	313960	104438	153709	80440	204847	320202	3115	89464	132745	105558	109455	211209	259647	148983	245709	118375	99458	134957	57413	226804	240326	89962	55692	51950	119882	215922	112744	230698	130009	31279	82199	106948	181185	140255	76052	184030	91724	223895	107182	178784	160224	118970	132586	217382	74044	201755	238577	74	113823	14500	175961	58841	300319	190816	175520	394134	28166	88854	178447	113363	388031	22830	85283	186261	604031	220285	92654	177002	257310	246267	151163	287344	154340	2	6292	118610	4	17210	20089	123483	36	1156	13508	365717	6128	183838	646	67049	328	76105	4	26454	224272	37092	214045	105057	4	786	171111	4	3852	145667	0	1270	155115	2048	178888	64913	172026	47640	58083	11796	29551	7388	334239	121096	150793	33691	264462	0	21244	208667	16	8654	125738	0	2156	282173	50640	1176	143120	431868	146579	351308	15917	88904	26407	3976	208926
"Exosomal proteins of colorectal cancer cells"	342980	405587	388801	6132	59794	335032	176245	438942	211903	330628	146135	241472	355725	21059	113259	195609	186749	178725	295267	465733	183994	273080	140769	70323	181340	60162	182970	295378	56653	162164	93992	125233	388577	127736	324856	217090	150726	112685	163218	238245	241030	112098	228473	229894	335393	143495	214924	137995	143806	204784	391523	145816	283971	270693	6242	253101	74354	216023	28010	456454	316962	207179	769984	45821	216824	286585	296335	405391	110967	178772	386840	1098477	380976	266490	372060	351290	427251	385947	255266	340550	4	7348	184503	2	83291	26733	238246	2162	1078	0	308884	13626	347985	296	88798	416	210712	22	55868	400418	52666	529137	218480	12	3266	216404	8	8927	268649	2	1838	168120	3908	213148	129888	260978	58494	182575	26970	55765	4928	399125	210728	194443	59592	270574	0	48288	274748	6	5406	218088	8	1762	216372	122173	2658	243307	371884	103389	355391	33476	100099	37668	83158	219301
"Exosomal proteins of cortical neuronal cells"	398	10108	196	0	10822	8244	9088	6510	3910	4418	1516	6858	8436	0	880	5060	16	8175	1614	3328	4508	12746	390	698	5048	0	5652	8830	31878	15654	1502	972	36916	3496	8524	5702	3624	4470	2504	1176	13607	1524	7686	3524	4952	2636	12846	2366	13454	1974	19330	1312	12530	10420	0	1084	368	4754	1486	9266	3010	13606	11514	100	8082	18532	1519	7040	148	1426	24104	27500	6852	93186	5612	19210	11746	3380	3646	9202	0	2	816	0	0	18	9476	0	0	0	4384	0	10912	0	2284	0	2836	0	1262	20838	608	13460	8048	0	0	27782	0	0	15624	0	0	8902	4	10801	0	10572	0	0	0	1804	4	10772	9648	11774	1786	11416	0	106	9188	0	0	7430	0	0	3574	4	0	932	12942	1144	11579	0	736	72	2044	5194
"Exosomal proteins of epithelial cells"	41884	278156	209685	2274	19092	174340	60516	145032	86528	176606	91365	41774	365038	18622	43003	51077	200075	103032	110976	431123	81035	101576	35691	18652	67291	26823	44418	115951	85092	66526	44358	65871	112094	41154	167948	88963	42681	81428	119936	71867	171867	53090	50490	122190	203285	41504	135410	46782	118472	137609	169230	52098	109157	54217	700	147104	3826	76902	15106	363223	99428	192709	179172	34162	179059	101650	51927	72351	22226	74294	153059	905460	182035	130222	209880	132724	249839	205509	55376	134096	4	28270	70204	0	287503	7820	124462	4	1322	0	182973	50842	226947	6600	40854	4392	104907	40	133196	136879	29066	257910	59513	0	17211	60927	4	16856	94714	0	4420	40436	2942	68017	715536	109207	114904	90788	275999	8654	432	398643	123115	85286	32914	46016	0	539032	92613	10	36974	72650	0	610	57186	61063	37848	152316	78148	96182	96115	11422	48620	24392	62	82410
"Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)"	2124268	1344523	1196098	23258	316242	974379	1162725	2489204	566434	1106206	715848	1182869	1507225	62729	919010	821745	635547	497305	1918295	1371673	901125	1495794	840586	540454	1099501	507298	2057541	1821786	743371	987178	296386	1191098	783574	1060170	1744253	1093874	318740	520718	543252	1296883	728309	570973	1659811	451186	1275022	877804	848881	687831	671423	804432	1382265	472076	662808	1975119	8820	785844	132774	1398121	245145	1908593	888780	607582	3189491	154010	915635	1159696	1202102	2903099	504556	611886	964393	3887238	1787529	549293	1226635	1327437	1486319	1099262	856895	1055415	20	11390	766108	3278	91933	150324	855174	6	5090	8	940700	19386	1243339	1528	572962	1636	842602	30	142255	1939096	316655	1558609	961932	22	6710	646677	24	8452	1007638	6	5096	654220	3580	711676	247397	829441	128457	660905	76022	121214	6112	1557211	764151	784889	172665	1927582	2	114128	1421023	26	18376	830135	8	6004	1623949	434052	10414	734952	2823298	834214	2413180	144121	642359	173859	58176	1624380
"Exosomal proteins of hepatic cells"	49720	235337	322387	7864	79449	189801	1125416	143163	23164	386922	100220	40883	83695	1466	24732	511235	265497	69817	179398	314140	56891	151538	65666	43848	38271	30918	90855	297947	38144	27280	8944	46372	60651	69073	103240	40717	18420	54634	361166	466052	230317	242250	69442	21910	397282	234962	328186	70484	38297	33442	128754	39818	29089	155369	60	87403	3122	59261	41633	1068966	64717	233327	84325	9590	666305	190046	27281	161572	16692	175926	123713	865275	62706	26835	40910	91608	73135	43153	3995820	598837	0	418	36762	0	3824	86617	48110	2	74	0	30476	386	28736	0	17336	88	122787	4	6480	72141	15382	54036	571427	0	168	745834	4	956	109234	0	186	1099540	6	302625	7564	325285	3166	39053	2336	4226	874	556192	49226	90495	5874	87537	0	5656	207187	0	232	88743	0	0	132304	10396	44	486058	204319	26654	259604	3000	196558	8642	184	54022
"Exosomal proteins of melanoma cells"	0	0	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	98	148	40	524	0	4	0	1012	0	0	0	96	2	24	0	0	24	438	0	0	0	10	0	8	0	0	1504	42	0	88	30	0	0	0	176	0	0	0	0	0	204	0	42	0	0	864	138	0	174	0	0	190	0	0	0	0	4	0	0	34	0	0	0	0	0	40	0	4	0	0	0	0	0	292	0	4	0	8	0	42	0	0	2	0	0	0	228	0	0	0	0	0	118	0	0	428	188	0	0	0	0	4	4	0	4	0	8	0	0	126	0	0	1230	0	0	40	0	0	850	108	0	0	4	0	0	0	0
"Exosomal proteins of microglial cells"	455957	126422	143893	3406	42400	119795	186509	498700	103720	148313	109940	210659	246294	14450	223918	112764	37833	54612	592474	148804	181307	278379	172776	114906	243275	76395	343434	338720	101351	134518	35662	249050	61794	191306	295557	227937	28258	77257	51132	280594	78872	65093	292612	44580	184809	161357	141392	158161	96694	93257	148717	82320	102855	434751	2220	78351	8528	286282	43480	312070	111224	73406	503882	9053	95422	172799	151550	556758	73186	152505	90056	475970	376085	79773	79321	220974	126259	80602	132349	130498	0	4270	117132	0	18670	17568	70870	0	1372	0	236069	3760	138459	96	68800	436	122988	28	18889	369442	47329	127032	123664	0	992	65516	2	2418	189211	0	1212	66802	492	135111	70818	94505	28313	173142	32384	29540	1572	204277	69737	103193	19998	330831	0	34498	204408	0	6988	141781	2	32	373214	50523	2494	126622	616024	150298	598776	26220	101936	30778	6074	317393
"Exosomal proteins of oligodendrocytes"	1006	0	1722	0	3034	958	982	2016	984	1178	1196	748	252	0	258	290	559	4	598	3630	470	750	954	72	1174	364	2698	566	424	0	80	1690	492	38	2	1014	1124	4126	666	836	1114	0	896	0	2654	440	1290	700	1636	2838	498	206	1402	354	0	0	0	1946	72	2202	0	930	6088	408	3202	768	976	754	4056	474	1484	4874	5130	8518	10	1474	30	0	244	1220	0	4	58	0	340	334	14	0	0	0	8	4	568	0	754	0	2414	0	124	138	908	16	2	0	0	1092	0	0	526	0	8	1092	0	62	798	146	44	0	40	164	0	3100	142	2557	84	824	0	36	980	0	0	1184	0	0	2090	324	8	0	1482	1346	870	0	4	6	4	2062
"Exosomal proteins of other body fluids (saliva and urine)"	3981778	1867889	1729262	25682	321142	1152369	1214851	4921353	1039187	1755587	1205311	1740185	2924646	39731	2437016	1720184	720035	563652	2844237	2023074	1820380	2938395	2110176	1036493	1999291	1314872	2756022	3360577	1424021	1904626	508522	2215779	693176	1481880	2399928	2349419	600221	622582	585434	2537389	938785	623149	2526729	676029	2113122	1660540	1282320	1608448	1040678	1203754	1546810	805365	845481	4009714	78918	1000992	44402	2550506	560529	3116135	1383862	633621	6606851	212872	961998	1670998	1918474	5197692	951866	966437	899597	5612647	4391518	905407	1384255	1618804	1659229	1448015	940401	1135967	38	60308	1441009	14	213201	222786	1558148	4	10862	54	2275140	40766	1625430	13734	919245	4878	1673426	56	188379	3859928	501723	2046142	1690321	148	26246	481652	56	27166	1896662	8	11551	481098	12602	1034369	591571	868733	189479	952451	220584	287704	21414	1408468	932644	943421	338005	2482177	6	276586	1814481	22	80894	997357	16	7395	2814935	550272	25909	1028726	5598875	1019011	3326084	346254	902099	343194	36126	3600653
"Exosomal proteins of other cancer cells"	9966	52042	16420	1208	64376	15616	20760	17716	24922	19482	13052	6930	39798	3062	2790	25956	83028	16620	6818	33074	22466	32333	7804	5106	9612	3206	17547	29790	2498	8566	496	4988	40966	5274	56916	22956	12841	11100	32639	8812	48166	16942	17548	39012	22158	26012	38534	11330	25712	26490	40730	11180	50644	21464	7010	35422	1320	16084	6934	92506	17396	39316	23584	10180	85922	68629	4770	17307	14790	13220	68267	152109	13654	18802	26966	45965	30633	20717	12852	25908	12	18	13222	0	2988	516	23726	512	2	0	6100	820	61684	0	4848	16	7488	0	3158	13850	3256	26602	16574	0	110	18781	6	120	23517	0	40	17564	12	55635	3010	17878	3116	6092	556	3988	510	104681	26853	31772	6521	14910	2	2944	15372	12	96	27060	2	0	11028	11014	374	53696	39426	12470	14332	1740	14750	6400	36	15443
"Exosomal proteins of ovarian cancer cells"	60	12674	13242	942	40	18750	6922	10820	4902	16332	4442	2180	10082	0	1412	3358	6351	8431	1029	28825	9460	7236	1408	568	4990	3730	3272	7095	1304	2152	4196	1404	26530	204	42672	9534	2548	2252	5472	13343	11030	1160	782	5010	5045	3110	27060	5530	22562	17713	12568	6364	15410	3547	14	4030	26	14786	2542	38838	5736	39558	2966	5070	21678	6848	4250	6980	136	11236	22142	122955	9278	6082	18020	18460	13604	29646	3416	6816	0	180	2684	0	2630	84	4052	0	34	0	4342	200	26099	68	2094	6	6478	0	7120	9204	1306	14804	284	0	34	12286	4	144	4912	0	28	5914	4	2704	6162	14776	1094	31814	1560	456	2	29718	6732	4358	3485	2544	0	2806	9908	0	60	4592	0	0	1796	2353	76	8669	7843	5958	7948	6	5826	2640	174	1196
"Exosome"	9454250	6180641	5612629	93904	1249958	4276895	5112019	10920622	2820507	5409953	3340352	4852757	7774228	274792	4738812	4422571	2992664	2211682	8269050	6767363	4219378	6961476	4349671	2503949	4843422	2676071	7547042	8199675	3211674	4422620	1381029	5229854	3354883	4138170	7438632	5257150	1583405	2053357	2693906	6159549	3592809	2413136	6733754	2274461	6101148	4085049	4132343	3607403	3035351	3511672	5571844	2236663	3269116	9280629	111151	3302428	387390	6227136	1287631	9620090	4021085	2919408	14933913	666990	4362151	4985107	4954894	12602315	2212756	3010458	4072622	17653877	9197772	2974251	4719767	5565177	5868357	4550421	7235988	4820395	150	153384	3483707	3302	912954	673651	3868479	13876	26214	13576	5207144	185935	5221329	28658	2267701	15058	4146242	669	799016	8755013	1314185	6463753	4444560	188	71586	3097945	140	84722	4861727	16	34347	3185721	33906	3473241	2427883	3689351	770527	3117785	838094	647503	57410	6588407	3089049	3197440	886838	7044006	12	1371095	5663588	98	195215	3516394	44	19975	7365949	1744048	109643	3747006	12445094	3369399	9712182	766599	2886959	806687	229438	7461737
"Extracellular matrix molecules"	7668	9692	43866	42	4516	19670	134094	19872	10406	30760	14317	37249	54887	6943	84931	28290	32009	8036	337516	39447	45197	123542	113178	11376	29264	14082	300418	204234	33895	33348	1510	30928	27204	266165	222911	37825	9514	30391	25240	100007	31903	21358	161923	8416	30319	40442	39583	7936	52967	28301	17846	6378	88557	515907	7190	10746	1142	60628	34391	183605	54611	30470	12662	975	27066	51622	23108	233359	25660	8634	50661	76338	37304	25412	5964	177151	14925	18340	4422	15439	0	124	6416	2	124	2784	29502	0	116	2	5974	32	17630	0	3152	0	9630	0	1200	40049	2318	9014	9558	12	8	13105	30	4	43915	0	28	10588	2	3678	1406	33390	2312	2836	86	892	0	84840	4018	16317	4137	165594	0	10	70582	0	180	70067	4	374	223421	2394	32	7982	134361	11518	386697	160	51224	758	536	24352
"Extracellular matrix or blood plasma proteins"	3464	482	17082	602	8	19198	19644	7584	2219	12948	4410	6178	5280	12	15644	9598	30693	4078	46750	23538	8936	8321	10856	2210	12970	438	17415	8258	14	1118	4100	8850	5646	14402	7972	4332	10760	5955	6872	2164	7431	23000	6846	40246	9380	28602	6426	5400	7992	4814	16268	8582	10675	40929	112	13712	736	19977	666	17500	18566	3929	16896	802	6982	12414	8002	47626	4512	744	8068	35446	17368	3708	47276	22450	10072	5074	10133	11004	0	126	7710	0	60	676	13330	0	104	0	98768	4	8074	0	8664	0	4903	0	258	8916	896	7838	7430	8	0	29422	0	116	11336	0	10	20468	302	21082	622	21990	1214	726	78	4004	6	30949	6810	3852	1258	7486	0	2	10986	4	14	9012	1324	0	12787	8758	0	2066	24890	3816	26752	6526	5158	2194	256	12183
"F COUP-TF like receptor"	6	13624	6678	0	0	5952	1452	3392	756	4876	4424	206	4600	8	0	5634	3322	798	1080	6292	2270	2986	18	6	40	7049	88	1224	24	10246	2704	1564	6924	3726	2710	1566	4672	8996	1422	1684	5787	280	1054	1352	738	322	3704	0	2474	982	7390	1192	4168	2054	234	9316	712	792	4	10452	11570	4856	10286	1850	8536	928	228	394	4	3902	3614	14863	17084	1408	10606	2234	8412	7837	1700	3092	0	0	1088	4	52	518	4674	0	12	0	962	100	8452	0	396	18	4426	0	408	4532	188	16808	412	0	0	1566	0	0	6016	0	0	752	0	1156	988	3064	84	1212	146	164	0	3898	3162	3252	1294	608	0	122	3068	0	0	4412	0	0	1140	1232	0	3722	1402	278	1592	4	16	854	4	472
"F RAR-related orphan receptor"	4834	14484	1342	0	4622	4434	5856	1928	4372	6256	2235	224	4392	54	420	1932	932	1196	8042	20524	2146	4524	2796	94	2988	1924	2720	4700	8406	2094	248	4472	9226	9352	1804	8490	8077	16	14494	4346	3340	8	2414	5100	3014	4302	8230	124	4280	596	6214	400	1468	4018	22	1430	5284	1512	28	7180	7622	5722	8036	2978	2246	7800	498	2548	468	2198	8526	10412	6610	1982	2610	7808	3652	4244	4450	11446	0	0	6812	0	634	0	4264	0	0	0	5110	24	8202	0	678	0	2092	0	1592	13056	4544	9444	248	2	12	7560	0	12	2702	0	10	15068	0	1856	2416	7528	164	116	444	38	4	13340	6988	7912	1014	1448	0	244	4775	0	0	11984	0	0	3900	358	4	610	3914	810	3163	0	1460	3390	0	956
"F-spondins"	0	810	128	0	0	192	356	4	0	6	4	10	4	0	0	0	0	0	16	1240	302	156	0	592	8	6	240	538	4	3754	424	0	608	0	0	0	0	0	1900	1342	318	3098	0	0	1076	92	552	2	562	6	1014	124	230	0	14	3810	96	4	4	2044	5068	676	0	0	734	48	0	20	10	8	310	4002	0	0	1094	702	458	0	652	260	0	0	40	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	264	18	4	2	0	0	0	584	4	0	0	0	0	1514	0	1370	46	572	12	0	70	0	0	1506	1234	96	114	0	0	312	90	0	0	556	0	0	8	0	0	0	1484	152	20	4	0	0	0	0
"F3, CD142"	0	10722	1726	0	0	5246	1312	1190	6518	6990	900	188	5186	0	0	448	260	3142	0	15586	4310	3690	4	48	24	82	128	2546	1574	0	3294	626	8030	1532	5826	1914	46	654	4046	4724	7380	11954	224	4712	8031	342	8854	242	6310	324	11178	4980	5916	570	0	2672	0	176	196	14148	5474	20946	7140	1422	3564	4406	308	726	0	1162	12272	22384	8312	5746	10262	12176	22476	16794	212	4190	0	90	2272	0	2258	96	6202	0	4	0	3518	2118	13308	58	3072	8	3336	0	5972	4607	66	21318	1889	0	106	4470	0	816	3232	0	74	3289	8	1210	22986	6982	1186	3182	11554	198	8	8049	5583	8941	2182	198	0	1014	4346	0	850	2990	0	0	212	1390	212	214	3216	60	4656	0	4	28	0	1142
